0	0	0
0	0	15
0	0	31
0	0	47
0	0	63
0	0	79
0	0	95
0	0	111
0	0	127
0	0	143
0	0	159
0	0	175
0	0	191
0	0	207
0	0	223
0	0	239
0	0	255
0	15	0
0	15	15
0	15	31
0	15	47
0	15	63
0	15	79
0	15	95
0	15	111
0	15	127
0	15	143
0	15	159
0	15	175
0	15	191
0	15	207
0	15	223
0	15	239
0	15	255
0	31	0
0	31	15
0	31	31
0	31	47
0	31	63
0	31	79
0	31	95
0	31	111
0	31	127
0	31	143
0	31	159
0	31	175
0	31	191
0	31	207
0	31	223
0	31	239
0	31	255
0	47	0
0	47	15
0	47	31
0	47	47
0	47	63
0	47	79
0	47	95
0	47	111
0	47	127
0	47	143
0	47	159
0	47	175
0	47	191
0	47	207
0	47	223
0	47	239
0	47	255
0	63	0
0	63	15
0	63	31
0	63	47
0	63	63
0	63	79
0	63	95
0	63	111
0	63	127
0	63	143
0	63	159
0	63	175
0	63	191
0	63	207
0	63	223
0	63	239
0	63	255
0	79	0
0	79	15
0	79	31
0	79	47
0	79	63
0	79	79
0	79	95
0	79	111
0	79	127
0	79	143
0	79	159
0	79	175
0	79	191
0	79	207
0	79	223
0	79	239
0	79	255
0	95	0
0	95	15
0	95	31
0	95	47
0	95	63
0	95	79
0	95	95
0	95	111
0	95	127
0	95	143
0	95	159
0	95	175
0	95	191
0	95	207
0	95	223
0	95	239
0	95	255
0	111	0
0	111	15
0	111	31
0	111	47
0	111	63
0	111	79
0	111	95
0	111	111
0	111	127
0	111	143
0	111	159
0	111	175
0	111	191
0	111	207
0	111	223
0	111	239
0	111	255
0	127	0
0	127	15
0	127	31
0	127	47
0	127	63
0	127	79
0	127	95
0	127	111
0	127	127
0	127	143
0	127	159
0	127	175
0	127	191
0	127	207
0	127	223
0	127	239
0	127	255
0	143	0
0	143	15
0	143	31
0	143	47
0	143	63
0	143	79
0	143	95
0	143	111
0	143	127
0	143	143
0	143	159
0	143	175
0	143	191
0	143	207
0	143	223
0	143	239
0	143	255
0	159	0
0	159	15
0	159	31
0	159	47
0	159	63
0	159	79
0	159	95
0	159	111
0	159	127
0	159	143
0	159	159
0	159	175
0	159	191
0	159	207
0	159	223
0	159	239
0	159	255
0	175	0
0	175	15
0	175	31
0	175	47
0	175	63
0	175	79
0	175	95
0	175	111
0	175	127
0	175	143
0	175	159
0	175	175
0	175	191
0	175	207
0	175	223
0	175	239
0	175	255
0	191	0
0	191	15
0	191	31
0	191	47
0	191	63
0	191	79
0	191	95
0	191	111
0	191	127
0	191	143
0	191	159
0	191	175
0	191	191
0	191	207
0	191	223
0	191	239
0	191	255
0	207	0
0	207	15
0	207	31
0	207	47
0	207	63
0	207	79
0	207	95
0	207	111
0	207	127
0	207	143
0	207	159
0	207	175
0	207	191
0	207	207
0	207	223
0	207	239
0	207	255
0	223	0
0	223	15
0	223	31
0	223	47
0	223	63
0	223	79
0	223	95
0	223	111
0	223	127
0	223	143
0	223	159
0	223	175
0	223	191
0	223	207
0	223	223
0	223	239
0	223	255
0	239	0
0	239	15
0	239	31
0	239	47
0	239	63
0	239	79
0	239	95
0	239	111
0	239	127
0	239	143
0	239	159
0	239	175
0	239	191
0	239	207
0	239	223
0	239	239
0	239	255
0	255	0
0	255	15
0	255	31
0	255	47
0	255	63
0	255	79
0	255	95
0	255	111
0	255	127
0	255	143
0	255	159
0	255	175
0	255	191
0	255	207
0	255	223
0	255	239
0	255	255
15	0	0
15	0	15
15	0	31
15	0	47
15	0	63
15	0	79
15	0	95
15	0	111
15	0	127
15	0	143
15	0	159
